source,target,relation
phalaris,phalaris_tenuis,has_species
phalaris_tenuis,C1_rampant,has_trait
phalaris_tenuis,C3_orthotrope,has_trait
phalona,phalona_echinata,has_species
phalona_echinata,C3_orthotrope,has_trait
phellandrium,phellandrium_mutellina,has_species
phellandrium_mutellina,C6_robuste,has_trait
phucagrostis,phucagrostis_major,has_species
phucagrostis_major,C1_rampant,has_trait
phucagrostis_major,C3_orthotrope,has_trait
physalis,physalis_solanacées,has_species
physalis_solanacées,C1_rampant,has_trait
physalis_solanacées,C3_orthotrope,has_trait
phyteuma,phyteuma_campanulacées,has_species
phyteuma_campanulacées,C1_rampant,has_trait
phyteuma_campanulacées,C3_orthotrope,has_trait
phyteuma_campanulacées,C5_flexueux,has_trait
phyteuma_campanulacées,C6_robuste,has_trait
phyteuma_campanulacées,C7_cespiteux,has_trait
pimpinella,pimpinella_officinalis,has_species
pimpinella_officinalis,C1_rampant,has_trait
pimpinella_officinalis,C3_orthotrope,has_trait
pimpinella_officinalis,C5_flexueux,has_trait
pimpinella_officinalis,C8_plagiotrope,has_trait
pimpinella,pimpinella_sanguisorba,has_species
pimpinella_sanguisorba,C1_rampant,has_trait
pimpinella_sanguisorba,C3_orthotrope,has_trait
pinguicula,pinguicula_utriculariées,has_species
pinguicula_utriculariées,C3_orthotrope,has_trait
pinguicula_utriculariées,C6_robuste,has_trait
pinus,pinus_larix,has_species
pinus_larix,C3_orthotrope,has_trait
pinus_larix,C5_flexueux,has_trait
pinus_larix,C8_plagiotrope,has_trait
pinus,pinus_marilima,has_species
pinus_marilima,C9_submergé,has_trait
piptatherum,piptatherum_paradoxæum,has_species
piptatherum_paradoxæum,C1_rampant,has_trait
piptatherum_paradoxæum,C3_orthotrope,has_trait
piptatherum,piptatherum_paradozum,has_species
piptatherum_paradozum,C1_rampant,has_trait
piptatherum_paradozum,C3_orthotrope,has_trait
pneumonanthe,pneumonanthe_angustifolia,has_species
pneumonanthe_angustifolia,C1_rampant,has_trait
pneumonanthe,pneumonanthe_asclepiadea,has_species
pneumonanthe_asclepiadea,C3_orthotrope,has_trait
polemonium,polemonium_grande,has_species
polemonium_grande,C3_orthotrope,has_trait
polemonium_grande,C8_plagiotrope,has_trait
polium,polium_pyrenaicum,has_species
polium_pyrenaicum,C5_flexueux,has_trait
pollichia,pollichia_galeobdolon,has_species
pollichia_galeobdolon,C1_rampant,has_trait
pollichia_galeobdolon,C3_orthotrope,has_trait
polygala,polygala_polygalacées,has_species
polygala_polygalacées,C1_rampant,has_trait
polygala_polygalacées,C3_orthotrope,has_trait
polygala_polygalacées,C5_flexueux,has_trait
polygala_polygalacées,C6_robuste,has_trait
polygala_polygalacées,C7_cespiteux,has_trait
polygonum,polygonum_polygonacées,has_species
polygonum_polygonacées,C1_rampant,has_trait
polygonum_polygonacées,C2_volubile,has_trait
polygonum_polygonacées,C3_orthotrope,has_trait
polygonum_polygonacées,C5_flexueux,has_trait
polygonum_polygonacées,C8_plagiotrope,has_trait
polygonum_polygonacées,C9_submergé,has_trait
polypodium,polypodium_callipteris,has_species
polypodium_callipteris,C8_plagiotrope,has_trait
polypodium,polypodium_indusium,has_species
polypodium_indusium,C8_plagiotrope,has_trait
polypodium,polypodium_leptophyllum,has_species
polypodium_leptophyllum,C1_rampant,has_trait
polypodium_leptophyllum,C8_plagiotrope,has_trait
polypodium,polypodium_leptophytlem,has_species
polypodium_leptophytlem,C8_plagiotrope,has_trait
polystichum,polystichum_bichnellii,has_species
polystichum_bichnellii,C1_rampant,has_trait
polystichum,polystichum_phegopteris,has_species
polystichum_phegopteris,C1_rampant,has_trait
polystichum,polystichum_spinosum,has_species
polystichum_spinosum,C8_plagiotrope,has_trait
populus,populus_salicacées,has_species
populus_salicacées,C3_orthotrope,has_trait
potentilla,potentilla_sibbaldi,has_species
potentilla_sibbaldi,C3_orthotrope,has_trait
prenanthes,prenanthes_negrelii,has_species
prenanthes_negrelii,C3_orthotrope,has_trait
prenanthes,prenanthes_viminea,has_species
prenanthes_viminea,C3_orthotrope,has_trait
prenanthes_viminea,C6_robuste,has_trait
psilurus,psilurus_nardoiïdes,has_species
psilurus_nardoiïdes,C3_orthotrope,has_trait
ptarmica,ptarmica_integrifolia,has_species
ptarmica_integrifolia,C3_orthotrope,has_trait
ptarmica,ptarmica_laggeri,has_species
ptarmica_laggeri,C1_rampant,has_trait
pteroneurum,pteroneurum_cupani,has_species
pteroneurum_cupani,C5_flexueux,has_trait
pteroselinum,pteroselinum_glaucum,has_species
pteroselinum_glaucum,C3_orthotrope,has_trait
pteroselinum_glaucum,C5_flexueux,has_trait
ptosimopappus,ptosimopappus_intybaceus,has_species
ptosimopappus_intybaceus,C3_orthotrope,has_trait
puccinellia,puccinellia_parlat,has_species
puccinellia_parlat,C1_rampant,has_trait
puccinellia,puccinellia_permixta,has_species
puccinellia_permixta,C3_orthotrope,has_trait
puccinellia_permixta,C6_robuste,has_trait
puccinellia,puccinellia_permérta,has_species
puccinellia_permérta,C1_rampant,has_trait
puccinellia_permérta,C3_orthotrope,has_trait
puccinellia_permérta,C6_robuste,has_trait
pulicaria,pulicaria_pratensis,has_species
pulicaria_pratensis,C3_orthotrope,has_trait
pulsatilla,pulsatilla_alpina,has_species
pulsatilla_alpina,C6_robuste,has_trait
pulsatilla,pulsatilla_apiifolia,has_species
pulsatilla_apiifolia,C1_rampant,has_trait
pulsatilla_apiifolia,C3_orthotrope,has_trait
pulsatilla_apiifolia,C6_robuste,has_trait
pulsatilla_apiifolia,C9_submergé,has_trait
pulsatilla,pulsatilla_burseriana,has_species
pulsatilla_burseriana,C6_robuste,has_trait
rhaponticum,rhaponticum_serotinum,has_species
rhaponticum_serotinum,C6_robuste,has_trait
rhinanthus,rhinanthus_major,has_species
rhinanthus_major,C3_orthotrope,has_trait
rhytispermum,rhytispermum_apulum,has_species
rhytispermum_apulum,C1_rampant,has_trait
rhytispermum_apulum,C3_orthotrope,has_trait
rhytispermum_apulum,C5_flexueux,has_trait
rhytispermum_apulum,C6_robuste,has_trait
rhytispermum_apulum,C8_plagiotrope,has_trait
rhytispermum,rhytispermum_arvense,has_species
rhytispermum_arvense,C3_orthotrope,has_trait
roripa,roripa_silvestris,has_species
roripa_silvestris,C3_orthotrope,has_trait
roripa_silvestris,C6_robuste,has_trait
rosa,rosa_alpina,has_species
rosa_alpina,C1_rampant,has_trait
rosa_alpina,C3_orthotrope,has_trait
rosa_alpina,C5_flexueux,has_trait
rosa,rosa_rosacgées,has_species
rosa_rosacgées,C6_robuste,has_trait
rosa,rosa_rosacées,has_species
rosa_rosacées,C1_rampant,has_trait
rosa_rosacées,C3_orthotrope,has_trait
rosa_rosacées,C6_robuste,has_trait
rosa_rosacées,C8_plagiotrope,has_trait
rosa,rosa_ruslicana,has_species
rosa_ruslicana,C6_robuste,has_trait
rosa,rosa_subinermis,has_species
rosa_subinermis,C3_orthotrope,has_trait
roubieva,roubieva_multifida,has_species
roubieva_multifida,C1_rampant,has_trait
rouy,rouy_cicut,has_species
rouy_cicut,C3_orthotrope,has_trait
rouy,rouy_herb,has_species
rouy_herb,C1_rampant,has_trait
rouy_herb,C5_flexueux,has_trait
rouy_herb,C8_plagiotrope,has_trait
rouy,rouy_iles,has_species
rouy_iles,C3_orthotrope,has_trait
rubus,rubus_candicans,has_species
rubus_candicans,C5_flexueux,has_trait
rubus,rubus_de,has_species
rubus_de,C5_flexueux,has_trait
rubus_de,C8_plagiotrope,has_trait
rubus,rubus_par,has_species
rubus_par,C5_flexueux,has_trait
rubus,rubus_plus,has_species
rubus_plus,C3_orthotrope,has_trait
rubus_plus,C6_robuste,has_trait
rubus,rubus_rosacées,has_species
rubus_rosacées,C5_flexueux,has_trait
rubus_rosacées,C6_robuste,has_trait
rubus_rosacées,C8_plagiotrope,has_trait
rubus,rubus_rosacéés,has_species
rubus_rosacéés,C6_robuste,has_trait
rumex,rumex_polygonacées,has_species
rumex_polygonacées,C1_rampant,has_trait
rumex_polygonacées,C3_orthotrope,has_trait
rumex_polygonacées,C5_flexueux,has_trait
rumex_polygonacées,C6_robuste,has_trait
sabulina,sabulina_striata,has_species
sabulina_striata,C3_orthotrope,has_trait
salix,salix_salicacées,has_species
salix_salicacées,C1_rampant,has_trait
salvia,salvia_rosmarinus,has_species
salvia_rosmarinus,C1_rampant,has_trait
salvia_rosmarinus,C3_orthotrope,has_trait
salvia_rosmarinus,C5_flexueux,has_trait
salvia_rosmarinus,C6_robuste,has_trait
salvia_rosmarinus,C8_plagiotrope,has_trait
salvia,salvia_vulgaris,has_species
salvia_vulgaris,C3_orthotrope,has_trait
salvinia,salvinia_azolla,has_species
salvinia_azolla,C1_rampant,has_trait
salvinia,salvinia_micheli,has_species
salvinia_micheli,C3_orthotrope,has_trait
santolina,santolina_chamæ-cyparissus,has_species
santolina_chamæ-cyparissus,C3_orthotrope,has_trait
santolina_chamæ-cyparissus,C6_robuste,has_trait
santolina_chamæ-cyparissus,C8_plagiotrope,has_trait
saponaria,saponaria_dioica,has_species
saponaria_dioica,C3_orthotrope,has_trait
satureja,satureja_piperella,has_species
satureja_piperella,C3_orthotrope,has_trait
satureja_piperella,C5_flexueux,has_trait
satureja_piperella,C6_robuste,has_trait
satureja_piperella,C7_cespiteux,has_trait
satureja_piperella,C8_plagiotrope,has_trait
satyrium,satyrium_alpinum,has_species
satyrium_alpinum,C3_orthotrope,has_trait
saxifraga,saxifraga_saxifragacées,has_species
saxifraga_saxifragacées,C1_rampant,has_trait
saxifraga_saxifragacées,C3_orthotrope,has_trait
saxifraga_saxifragacées,C6_robuste,has_trait
saxifraga_saxifragacées,C8_plagiotrope,has_trait
saxifraga,saxifraga_saxifragaâcées,has_species
saxifraga_saxifragaâcées,C3_orthotrope,has_trait
saxifraga_saxifragaâcées,C5_flexueux,has_trait
scabiosa,scabiosa_dichotoma,has_species
scabiosa_dichotoma,C3_orthotrope,has_trait
scabiosa,scabiosa_dipsacées,has_species
scabiosa_dipsacées,C3_orthotrope,has_trait
scabiosa_dipsacées,C6_robuste,has_trait
scabiosa,scabiosa_virescens,has_species
scabiosa_virescens,C3_orthotrope,has_trait
scandix,scandix_aurea,has_species
scandix_aurea,C3_orthotrope,has_trait
scandix,scandix_bulbosa,has_species
scandix_bulbosa,C3_orthotrope,has_trait
schizotheca,schizotheca_halimus,has_species
schizotheca_halimus,C1_rampant,has_trait
schizotheca_halimus,C3_orthotrope,has_trait
schizotheca_halimus,C5_flexueux,has_trait
schizotheca_halimus,C6_robuste,has_trait
schizotheca_halimus,C8_plagiotrope,has_trait
scirpus,scirpus_multicaulis,has_species
scirpus_multicaulis,C3_orthotrope,has_trait
scirpus,scirpus_ovatus,has_species
scirpus_ovatus,C3_orthotrope,has_trait
sclerochloa,sclerochloa_divaricata,has_species
sclerochloa_divaricata,C1_rampant,has_trait
sclerochloa_divaricata,C3_orthotrope,has_trait
sclerochloa_divaricata,C6_robuste,has_trait
sclerochloa_divaricata,C7_cespiteux,has_trait
sclerochloa,sclerochloa_rigida,has_species
sclerochloa_rigida,C1_rampant,has_trait
sclerochloa_rigida,C6_robuste,has_trait
sedum,sedum_crassulacées,has_species
sedum_crassulacées,C1_rampant,has_trait
sedum_crassulacées,C3_orthotrope,has_trait
sedum_crassulacées,C5_flexueux,has_trait
sedum_crassulacées,C6_robuste,has_trait
sedum_crassulacées,C7_cespiteux,has_trait
sedum,sedum_maximum,has_species
sedum_maximum,C6_robuste,has_trait
selinum,selinum_anethum,has_species
selinum_anethum,C1_rampant,has_trait
selinum_anethum,C3_orthotrope,has_trait
selinum_anethum,C6_robuste,has_trait
selinum,selinum_palustre,has_species
selinum_palustre,C3_orthotrope,has_trait
selinum_palustre,C5_flexueux,has_trait
selinum,selinum_peucedanoides,has_species
selinum_peucedanoides,C3_orthotrope,has_trait
selinum,selinum_peucedanum,has_species
selinum_peucedanum,C3_orthotrope,has_trait
sempervivum,sempervivum_crassulacées,has_species
sempervivum_crassulacées,C3_orthotrope,has_trait
senckenbergia,senckenbergia_ruderalis,has_species
senckenbergia_ruderalis,C3_orthotrope,has_trait
senckenbergia_ruderalis,C6_robuste,has_trait
senecio,senecio_bayonensis,has_species
senecio_bayonensis,C3_orthotrope,has_trait
senecio,senecio_compgsées,has_species
senecio_compgsées,C3_orthotrope,has_trait
senecio,senecio_composées,has_species
senecio_composées,C3_orthotrope,has_trait
senecio_composées,C6_robuste,has_trait
serral,serral_aragon,has_species
serral_aragon,C3_orthotrope,has_trait
serral_aragon,C6_robuste,has_trait
serratula,serratula_composées,has_species
serratula_composées,C3_orthotrope,has_trait
serratula,serratula_humilis,has_species
serratula_humilis,C6_robuste,has_trait
serratula,serratula_rhaponticumdc-f,has_species
serratula_rhaponticumdc-f,C3_orthotrope,has_trait
seseli,seseli_bocconei,has_species
seseli_bocconei,C3_orthotrope,has_trait
seseli,seseli_graveolens,has_species
seseli_graveolens,C3_orthotrope,has_trait
sideritis,sideritis_hyssopifolia,has_species
sideritis_hyssopifolia,C1_rampant,has_trait
sideritis_hyssopifolia,C3_orthotrope,has_trait
silene,silene_behen,has_species
silene_behen,C3_orthotrope,has_trait
silene,silene_caryophyillées,has_species
silene_caryophyillées,C1_rampant,has_trait
silene_caryophyillées,C3_orthotrope,has_trait
silene_caryophyillées,C8_plagiotrope,has_trait
silene,silene_caryophyllées,has_species
silene_caryophyllées,C1_rampant,has_trait
silene_caryophyllées,C3_orthotrope,has_trait
silene_caryophyllées,C7_cespiteux,has_trait
silene_caryophyllées,C8_plagiotrope,has_trait
silene,silene_caryophyulées,has_species
silene_caryophyulées,C6_robuste,has_trait
silene,silene_sardaigne,has_species
silene_sardaigne,C3_orthotrope,has_trait
simbuleta,simbuleta_bellidifolia,has_species
simbuleta_bellidifolia,C1_rampant,has_trait
simbuleta_bellidifolia,C3_orthotrope,has_trait
simbuleta_bellidifolia,C5_flexueux,has_trait
simbuleta_bellidifolia,C6_robuste,has_trait
sinapis,sinapis_eruca,has_species
sinapis_eruca,C3_orthotrope,has_trait
sisymbrium,sisymbrium_alliaria,has_species
sisymbrium_alliaria,C3_orthotrope,has_trait
sisymbrium_alliaria,C5_flexueux,has_trait
sisymbrium_alliaria,C6_robuste,has_trait
sisymbrium,sisymbrium_pyrenaicum,has_species
sisymbrium_pyrenaicum,C1_rampant,has_trait
sisymbrium_pyrenaicum,C3_orthotrope,has_trait
sisymbrium_pyrenaicum,C5_flexueux,has_trait
sisymbrium_pyrenaicum,C6_robuste,has_trait
sisymbrium,sisymbrium_supinum,has_species
sisymbrium_supinum,C3_orthotrope,has_trait
sisymbrium_supinum,C6_robuste,has_trait
sisymbrium,sisymbrium_thalianum,has_species
sisymbrium_thalianum,C3_orthotrope,has_trait
sisymbrium,sisymbrium_tournef,has_species
sisymbrium_tournef,C3_orthotrope,has_trait
sisymbrium_tournef,C6_robuste,has_trait
sium,sium_aromalieum,has_species
sium_aromalieum,C3_orthotrope,has_trait
sium,sium_inundatum,has_species
sium_inundatum,C9_submergé,has_trait
sium,sium_nodifloruñ,has_species
sium_nodifloruñ,C1_rampant,has_trait
solidago,solidago_composées,has_species
solidago_composées,C1_rampant,has_trait
solidago_composées,C3_orthotrope,has_trait
solidago_composées,C8_plagiotrope,has_trait
sonchus,sonchus_plumieri,has_species
sonchus_plumieri,C3_orthotrope,has_trait
soyeria,soyeria_alpina,has_species
soyeria_alpina,C3_orthotrope,has_trait
spartium,spartium_horridum,has_species
spartium_horridum,C3_orthotrope,has_trait
spartium,spartium_junceum,has_species
spartium_junceum,C1_rampant,has_trait
spartium_junceum,C3_orthotrope,has_trait
spartium_junceum,C6_robuste,has_trait
spartium,spartium_pilosum,has_species
spartium_pilosum,C1_rampant,has_trait
spartium_pilosum,C3_orthotrope,has_trait
spartium_pilosum,C6_robuste,has_trait
spartium_pilosum,C8_plagiotrope,has_trait
spergella,spergella_subulata,has_species
spergella_subulata,C7_cespiteux,has_trait
stachys,stachys_labiées,has_species
stachys_labiées,C1_rampant,has_trait
stachys_labiées,C3_orthotrope,has_trait
stachys_labiées,C6_robuste,has_trait
stachys_labiées,C8_plagiotrope,has_trait
stachys,stachys_officinalis,has_species
stachys_officinalis,C3_orthotrope,has_trait
stachys_officinalis,C6_robuste,has_trait
stellaria,stellaria_cerastoides,has_species
stellaria_cerastoides,C3_orthotrope,has_trait
stellaria,stellaria_nemorum,has_species
stellaria_nemorum,C1_rampant,has_trait
stellaria_nemorum,C3_orthotrope,has_trait
stellaria_nemorum,C5_flexueux,has_trait
stellaria_nemorum,C7_cespiteux,has_trait
stratiotes,stratiotes_aloides,has_species
stratiotes_aloides,C1_rampant,has_trait
stratiotes_aloides,C3_orthotrope,has_trait
stratiotes_aloides,C8_plagiotrope,has_trait
sturmia,sturmia_paludosa,has_species
sturmia_paludosa,C1_rampant,has_trait
sturmia_paludosa,C3_orthotrope,has_trait
sturmia_paludosa,C5_flexueux,has_trait
sturmia_paludosa,C6_robuste,has_trait
sturmia_paludosa,C7_cespiteux,has_trait
syntherisma,syntherisma_vulgare,has_species
syntherisma_vulgare,C1_rampant,has_trait
syringa,syringa_vulgaris,has_species
syringa_vulgaris,C2_volubile,has_trait
syringa_vulgaris,C3_orthotrope,has_trait
tanacetum,tanacetum_composées,has_species
tanacetum_composées,C3_orthotrope,has_trait
tephroseris,tephroseris_campestris,has_species
tephroseris_campestris,C3_orthotrope,has_trait
tetragonolobus,tetragonolobus_conjugatus,has_species
tetragonolobus_conjugatus,C1_rampant,has_trait
tetragonolobus_conjugatus,C3_orthotrope,has_trait
tetragonolobus_conjugatus,C4_caulescent,has_trait
tetragonolobus_conjugatus,C6_robuste,has_trait
tetragonolobus_conjugatus,C8_plagiotrope,has_trait
tetrahit,tetrahit_angustifolia,has_species
tetrahit_angustifolia,C1_rampant,has_trait
tetrahit,tetrahit_longiflorum,has_species
tetrahit_longiflorum,C3_orthotrope,has_trait
teucrium,teucrium_botrys,has_species
teucrium_botrys,C3_orthotrope,has_trait
teucrium,teucrium_labiées,has_species
teucrium_labiées,C1_rampant,has_trait
thapsia,thapsia_polygama,has_species
thapsia_polygama,C6_robuste,has_trait
thlaspi,thlaspi_alpinum,has_species
thlaspi_alpinum,C3_orthotrope,has_trait
thlaspi_alpinum,C5_flexueux,has_trait
thlaspi,thlaspi_amarum,has_species
thlaspi_amarum,C3_orthotrope,has_trait
thlaspi,thlaspi_bursa-pastoris,has_species
thlaspi_bursa-pastoris,C3_orthotrope,has_trait
thlaspi,thlaspi_marginatum,has_species
thlaspi_marginatum,C1_rampant,has_trait
thlaspi_marginatum,C3_orthotrope,has_trait
thlaspi_marginatum,C5_flexueux,has_trait
thlaspi_marginatum,C6_robuste,has_trait
thlaspi,thlaspi_umbellatum,has_species
thlaspi_umbellatum,C3_orthotrope,has_trait
thorea,thorea_longifolia,has_species
thorea_longifolia,C3_orthotrope,has_trait
thymus,thymus_filiformis,has_species
thymus_filiformis,C3_orthotrope,has_trait
thymus,thymus_grandiflorus,has_species
thymus_grandiflorus,C1_rampant,has_trait
thymus_grandiflorus,C3_orthotrope,has_trait
thyrsanthus,thyrsanthus_palustris,has_species
thyrsanthus_palustris,C1_rampant,has_trait
thyrsanthus_palustris,C3_orthotrope,has_trait
tinea,tinea_cylindrica,has_species
tinea_cylindrica,C6_robuste,has_trait
